516,1/2
517,21
518,12'17/120
519,5'3/17
520,2'4/5
521,20'1/11
522,2'1/2
523,80
524,5
525,1/16
526,6'9/11
527,21
528,28
529,14'7/18
530,144
531,61'1/2
532,39
533,9
534,0
535,1
536,20
537,32
538,246
539,2/13
540,13/16
541,3
542,1/15
543,16
544,15
545,5
546,12
547,42
548,13'3/4
549,3/80
550,6
551,924
552,-77/6
553,7
554,6'3/19
555,21
556,11
557,26
558,7
559,14
560,10
561,1/60
562,60
563,33
564,1
565,6
566,2
567,70
568,29
569,27
570,1'2/3
571,28
572,9
573,3/10
574,27
575,13
576,10
577,27
578,-40/9
579,17'9/14
580,86
581,390
582,54
583,6
584,28
585,1'4/9
586,1/15
587,5
588,99
589,11'1/5
590,81
591,10'1/2
592,67
593,7/11
594,2
595,1/8
596,16
597,8/27
598,66
599,12
600,14
601,1/2
602,1/15
603,250
604,1
605,7'15/17
606,32
607,108
608,-3443/16
609,47
610,14
611,8
612,6/7
613,36
614,0
615,12/209
616,16
617,20
618,35
619,2
620,6'1/3
621,3'1/3
622,154
623,156
624,77
625,16'3/13
626,18'12/17
627,18
628,44'4/5
629,121
630,276
631,15
632,14
633,49
634,42
635,1/5
636,116
637,5'1/6
638,9
639,12'3/5
640,3'1/2
641,27
642,100
643,27
644,17'5/13
645,1/42
646,164
647,-151/19
648,1
649,1'13/57
650,48
651,98
652,125
653,10'1/2
654,2'5/6
655,1'1/5
656,9'1/8
657,13
658,-59/4
659,7'1/5
660,32
661,9/133
662,300
663,-11/3
664,896
665,3'3/4
666,2
667,26
668,2'1/7
669,1/9
670,8'4/45
671,49
672,336
673,3
674,6'1/3
675,7/17
676,1/7
677,10/19
678,1
679,0'3/-8
680,60
681,1
682,-377/5
683,0
684,1'101/153
685,84
686,9/10
687,95
688,5'1/6
689,17'3/5
690,10
691,75
692,133
693,2
694,1/5
695,14'5/48
696,7
697,35
698,85
699,85
700,18'3/5
701,9
702,5/8
703,1
704,61
705,-4/5
706,5/6
707,1'2/5
708,57
709,38
710,18
711,3'1/5
712,4'5/16
713,416
714,11/17
715,44
716,418
717,47
718,21
719,4'5/13
720,144
721,52
722,25
723,16
724,-81/14
725,1/3
726,6'1/4
727,0'1/-4
728,83
729,17'3/17
730,5/9
731,253
732,30
733,15
734,0
735,27
736,6
737,35
738,5'2/7
739,9
740,1'5/7
741,16'5/7
742,15'1/4
743,10
744,6/7
745,0
746,7
747,38
748,36'8/11
749,19/27
750,8
751,7/13
752,8
753,80
754,18
755,74
756,-14/3
757,27
758,4'8/11
759,7
760,221
761,1'3/8
762,13'9/19
763,26
764,8
765,25
766,1'5/7
767,193
768,45
769,180
770,5/8
771,12
772,28
773,3
774,2'4/7
775,0
776,1
777,11
778,48
779,9'9/11
780,16'5/9
781,209
782,13/60
783,1
784,672
785,6
786,-50/3
787,-68/3
788,1/84
789,44
790,4
791,7'1/4
792,29
793,2'2/3
794,-4049/15
795,10'2/5
796,403
797,8
798,2/3
799,4'1/2
800,1'1/3
801,14
802,16
803,19
804,48
805,160
806,6'14/19
807,26
808,255
809,10'7/11
810,15'3/13
811,15'5/98
812,2/11
813,36
814,55
815,66
816,1/40
817,10/11
818,14
819,7
820,13/152
821,3/16
822,82'4/5
823,99
824,13
825,37'1/4
826,176
827,7'8/11
828,3'4/81
829,9/56
830,2/57
831,4'1/13
832,336
833,114
834,14
835,33
836,2'1/2
837,7
838,54/209
839,6'1/2
840,2/3
841,168
842,233
843,77
844,33
845,26
846,20'2/5
847,59
848,305
849,7
850,205
851,7'9/17
852,21
853,16/17
854,483
855,3/16
856,17
857,192
858,10'7/45
859,31
860,5'1/56
861,1'3/8
862,196
863,33'1/4
864,83'4/7
865,20
866,114'6/7
867,1/36
868,36
869,5'7/9
870,108
871,10'10/13
872,16
873,168
874,1'3/5
875,41
876,9'3/64
877,14
878,18'9/80
879,266
880,2
881,6
882,7
883,10'1/2
884,42
885,0
886,21
887,11'1/2
888,136
889,29
890,11/19
891,16
892,63
893,8'3/5
894,1/5
895,1/12
896,8'13/17
897,24
898,11
899,12'1/36
900,25
901,35
902,18
903,17
904,5
905,120
906,11/38
907,-37/5
908,69
909,357
910,256
911,43
912,1/14
913,29
914,703
915,17
916,19
917,8
918,6/7
919,13
920,54
921,1/114
922,174
923,266
924,13'1/3
925,299
926,1'1/12
927,11'5/11
928,120
929,2
930,132
931,5
932,2
933,15
934,160
935,56
936,95
937,128
938,62
939,1'3/4
940,9/44
941,14
942,15/77
943,6'1/3
944,36
945,15
946,2'2/5
947,20
948,7/16
949,22'19/20
950,23
951,4
952,6
953,25
954,5/18
955,0
956,228
957,27
958,1'3/4
959,3/14
960,89
961,87
962,1'13/20
963,72
964,185
965,4/15
966,18/19
967,0
968,4
969,23
970,3
971,-11/3
972,469
973,91
974,1'5/11
975,4
976,7'5/14
977,1/14
978,12
979,13/252
980,16
981,3
982,20'3/11
983,16'6/17
984,12'7/13
985,0
986,84
987,32'11/14
988,19
989,13
990,90
991,26
992,12'13/45
993,11/34
994,10
995,4/5
996,10'2/3
997,1/5
998,7
999,17'11/54
1000,11'1/3
1001,9'8/323
1002,6
1003,63
1004,34
1005,1
1006,1/3
1007,1'1/2
1008,120
1009,1'37/48
1010,12/17
1011,4'9/17
1012,34
1013,209'11/19
1014,4'14/17
1015,6/11
1016,12
1017,5
1018,32
1019,9
1020,19
1021,23
1022,1'4/5
1023,255
1024,281
1025,90
1026,4'2/5
1027,9/56
1028,61
1029,3'1/6
1030,121
1031,7/65
1032,39'3/5
1033,14
1034,1
1035,193
1036,37
1037,13
1038,3/8
1039,-58/9
1040,2
1041,7/16
1042,9'1/57
1043,12
1044,28
1045,8'4/7
1046,8
1047,2'1/3
1048,5/8
1049,19'4/7
1050,8/13
1051,106
1052,10'3/5
1053,37
1054,7
1055,756
1056,19
1057,4
1058,216
1059,125
1060,20
1061,9/136
1062,13/21
1063,20
1064,85
1065,16'1/2
1066,5'2/3
1067,12'6/7
1068,24
1069,3/19
1070,10'11/16
1071,9'3/5
1072,83'1/3
1073,490
1074,196
1075,12'7/8
1076,48
1077,0
1078,14'2/3
1079,5/693
1080,26
1081,234
1082,11/32
1083,117
1084,13
1085,108
1086,16
1087,9
1088,4/45
1089,3/13
1090,10
1091,6/55
1092,8
1093,3/10
1094,22
1095,8
1096,3/5
1097,2'2/3
1098,136
1099,18
1100,1'3/17
1101,2'2/9
1102,6/17
1103,4'1/2
1104,25
1105,16/289
1106,65
1107,7
1108,1'1/9
1109,6
1110,20
1111,148
1112,6/11
1113,1
1114,58'2/17
1115,2/9
1116,8
1117,323
1118,320
1119,-8/3
1120,1'7/11
1121,1'1/3
1122,18'1/7
1123,19
1124,17/99
1125,12
1126,758
1127,90
1128,102
1129,167
1130,18
1131,7/20
1132,1/18
1133,20
1134,77
1135,1'2/3
1136,336
1137,11
1138,11
1139,1'5/11
1140,627
1141,15'1/3
1142,28
1143,11'1/3
1144,-201/16
1145,153
1146,18'5/19
1147,342
1148,30
1149,1'15/16
1150,18'11/39
1151,2
1152,-614/3
1153,300
1154,108
1155,17'1/3
1156,1
1157,1
1158,2'5/16
1159,20
1160,1'5/8
1161,27/152
1162,258
1163,19
1164,1'5/8
1165,1'8/11
1166,40
1167,9/11
1168,3'4/65
1169,9/16
1170,60
1171,96'1/4
1172,160
1173,1'7/9
1174,1'1/4
1175,35
1176,3
1177,3'1/2
1178,80
1179,56
1180,2'2/3
1181,46
1182,140
1183,5
1184,2
1185,7'5/7
1186,4
1187,4/455
1188,1/3
1189,6
1190,16
1191,10
1192,23'2/19
1193,3'13/18
1194,32
1195,29
1196,1'5/12
1197,266
1198,23
1199,28
1200,2
1201,32
1202,13
1203,45
1204,16/133
1205,4/209
1206,1'19/135
1207,4'1/2
1208,27
1209,95
1210,11
1211,6'2/3
1212,9/17
1213,96
1214,6
1215,12
1216,2/17
1217,11/19
1218,784
1219,160
1220,12/77
1221,12'3/5
1222,5
1223,2'3/7
1224,289
1225,0
1226,0
1227,1'8/11
1228,90
1229,14
1230,3/16
1231,1
1232,-3/7
1233,2/5
1234,3/175
1235,3
1236,26
1237,272
1238,3
1239,10/17
1240,342
1241,10/13
1242,20
1243,271
1244,14'2/39
1245,1
1246,16
1247,-22/9
1248,88
1249,3/8
1250,22
1251,3'16/17
1252,864
1253,71'2/3
1254,11
1255,1/4
1256,5
1257,8'7/306
1258,4/105
1259,12
1260,28
1261,1/2
1262,96
1263,4'3/4
1264,0
1265,23
1266,455
1267,23'7/10
1268,16
1269,49
1270,11
1271,510
1272,4/19
1273,0
1274,19
1275,1
1276,32
1277,1/84
1278,720
1279,139
1280,6/19
1281,4
1282,60
1283,-104/7
1284,8
1285,24
1286,1'37/82
1287,204
1288,13
1289,35
1290,16
1291,70
1292,68
1293,133'1/2
1294,72
1295,5/84
1296,7/10
1297,25
1298,3
1299,38
1300,145
1301,-3/70
1302,14
1303,2'3/8
1304,18'1/3
1305,23
1306,108
1307,10'1/2
1308,0
1309,9'7/10
1310,4'1/4
1311,9/20
1312,4
1313,6'17/18
1314,7
1315,-5/8
1316,32
1317,30
1318,7
1319,22
1320,13
1321,2'17/19
1322,1/2
1323,141
1324,2'1/2
1325,1/4
1326,20'14/15
1327,13
1328,152
1329,1'11/19
1330,1/8
1331,1'15/17
1332,1/81
1333,19
1334,120
1335,3/20
1336,12
1337,1'1/14
1338,160
1339,29
1340,17
1341,13
1342,6'3/7
1343,64
1344,23
1345,17
1346,4'2/5
1347,1'15/154
1348,38
1349,20'2/3
1350,26
1351,10
1352,3
1353,185'5/11
1354,6
1355,2'5/6
1356,3/4
1357,1
1358,209
1359,3'3/5
1360,2
1361,9'1/7
1362,96
1363,50
1364,4/9
1365,27
1366,306
1367,14
1368,-77/6
1369,14'17/180
1370,15
1371,16
1372,12
1373,75
1374,10
1375,6'10/17
1376,8
1377,17/20
1378,7'1/14
1379,23
1380,68
1381,15
1382,19'5/6
1383,10
1384,96
1385,21
1386,13'6/95
1387,19/30
1388,7/22
1389,8
1390,176
1391,42'2/3
1392,-148/13
1393,1/4
1394,6'3/5
1395,2/7
1396,33
1397,1/18
1398,25
1399,6
1400,42'6/11
1401,23
1402,0
1403,9
1404,162
1405,1'3/8
1406,17
1407,21'5/6
1408,4
1409,9
1410,99
1411,8
1412,1/153
1413,126
1414,319
1415,34'1/5
1416,1/48
1417,716
1418,83
1419,31
1420,96
1421,12'7/16
1422,21
1423,13'1/6
1424,77
1425,10
1426,9'7/12
1427,52
1428,114
1429,18'1/4
1430,7
1431,70
1432,324
1433,-4/5
1434,5/16
1435,1
1436,31
1437,1
1438,218
1439,239
1440,28
1441,2/7
1442,1/2
1443,52
1444,8'19/20
1445,3'2/81
1446,53
1447,28
1448,65
1449,2'19/35
1450,4
1451,29
1452,10
1453,1/19
1454,3'3/4
1455,19'9/23
1456,26'15/19
1457,1'5/12
1458,11
1459,59
1460,7'7/9
1461,195
1462,13
1463,27
1464,18'2/5
1465,64
1466,8/9
1467,86'1/3
1468,0
1469,9/130
1470,32
1471,17
1472,238
1473,174
1474,48
1475,19
1476,4/9
1477,43
1478,138
1479,9
1480,42
1481,5'1/4
1482,7/108
1483,1/28
1484,18
1485,18
1486,5/578
1487,18
1488,5
1489,20
1490,64
1491,10
1492,1'1/2
1493,10'11/12
1494,32
1495,4/5
1496,240
1497,-38/3
1498,19
1499,40
1500,2/15
1501,11
1502,21'1/12
1503,27
1504,58'18/19
1505,34
1506,225
1507,81
1508,6
1509,17
1510,19
1511,6'2/65
1512,28
1513,-14/19
1514,242
1515,23
1516,13
1517,-31/4
1518,11
1519,21
1520,95
1521,17
1522,16'1/20
1523,87
1524,1/4
1525,3
1526,88
1527,21
1528,7'1/2
1529,13'14/15
1530,5
1531,10
1532,7/10
1533,1/3
1534,5
1535,3'4/15
1536,3
1537,20'1/3
1538,8'1/2
1539,88
1540,1/5
1541,12
1542,10
1543,21
1544,17'1/2
1545,2/15
1546,300
1547,2'3/7
1548,14
1549,16'8/13
1550,2'16/37
1551,255
1552,0'5/-14
1553,4/5
1554,45
1555,1/18
1556,246
1557,116
1558,11
1559,4
1560,18
1561,2'5/6
1562,11
1563,7
1564,288
1565,234
1566,28
1567,15'7/8
1568,13
1569,16
1570,2'11/14
1571,4'3/20
1572,16
1573,6
1574,21
1575,6'6/13
1576,11
1577,154
1578,378
1579,24
1580,7'23/28
1581,16'5/12
1582,5/7
1583,50
1584,13
1585,11
1586,3
1587,31
1588,19
1589,7
1590,16'9/19
1591,1'1/6
1592,129
1593,18'12/13
1594,18
1595,31
1596,13
1597,8'15/77
1598,28
1599,24
1600,17/18
1601,208
1602,3'1/6
1603,1
1604,14'8/17
1605,-2/17
1606,187
1607,234
1608,38
1609,-163/16
1610,24
1611,84
1612,7/8
1613,345
1614,-6/7
1615,2
1616,25
1617,143
1618,3'1/5
1619,11'5/8
1620,315
1621,380'9/13
1622,1'4/5
1623,-9/7
1624,19
1625,2/5
1626,900
1627,3
1628,-377/27
1629,1'2/17
1630,14
1631,122
1632,2
1633,7'1/7
1634,121
1635,11
1636,1/85
1637,4'4/5
1638,30
1639,0
1640,11/15
1641,18
1642,660
1643,0
1644,6
1645,7
1646,43
1647,4
1648,4/5
1649,35
1650,1
1651,25
1652,10
1653,272
1654,224
1655,23
1656,5'1/5
1657,72
1658,169
1659,10
1660,22'3/8
1661,49
1662,5'3/4
1663,175
1664,648
1665,4'2/3
1666,1'1/3
1667,21
1668,7
1669,12
1670,8
1671,13'3/17
1672,84
1673,10/11
1674,2
1675,2
1676,22
1677,17'1/10
1678,7'2/3
1679,30
1680,21
1681,10
1682,130
1683,243'3/4
1684,-112/17
1685,54
1686,0
1687,15
1688,19
1689,117
1690,120
1691,84
1692,165
1693,5
1694,5'5/8
1695,5
1696,2'12/13
1697,8
1698,112
1699,16/855
1700,16'2/5
1701,14
1702,342
1703,22
1704,65
1705,2'2/7
1706,4/91
1707,1/2
1708,0'1/-12
1709,7/57
1710,124
1711,8
1712,9'3/7
1713,9
1714,414
1715,1'1/7
1716,22
1717,17
1718,0
1719,6
1720,35
1721,7/10
1722,14
1723,155
1724,8
1725,2'8/15
1726,29
1727,26
1728,26
1729,224
1730,15'1/2
1731,15
1732,16/17
1733,12'1/5
1734,1/8
1735,8
1736,144
1737,211
1738,18
1739,81
1740,2'2/7
1741,1
1742,37
1743,3
1744,3/5
1745,17'4/7
1746,25
1747,238
1748,3
1749,-127/12
1750,16
1751,35
1752,2/13
1753,90
1754,2/3
1755,50
1756,19
1757,35
1758,98
1759,16
1760,5/9
1761,162
1762,36
1763,-95/8
1764,6'10/11
1765,13
1766,55'1/2
1767,6/13
1768,49
1769,104
1770,3
1771,22
1772,112
1773,108
1774,3/13
1775,10
1776,9
1777,30
1778,24
1779,51
1780,23
1781,38
1782,-51/13
1783,1'1/5
1784,1/72
1785,480
1786,21'5/7
1787,395
1788,4
1789,25/26
1790,15
1791,65
1792,17'13/15
1793,9
1794,278
1795,6'5/12
1796,14'1/6
1797,4'1/2
1798,2'1/8
1799,100
1800,28
1801,22
1802,2'4/7
1803,10/19
1804,96
1805,38
1806,15'5/9
1807,1'1/3
1808,11
1809,3'1/2
1810,11/144
1811,8/15
1812,28
1813,127
1814,128
1815,272
1816,29
1817,0
1818,245
1819,112
1820,19/96
1821,120
1822,22
1823,1/6
1824,180
1825,2'2/7
1826,16
1827,15
1828,0'11/-76
1829,7/11
1830,1'1/7
1831,9'5/36
1832,205
1833,1
1834,2'1/2
1835,22
1836,16
1837,15'4/11
1838,15
1839,9
1840,121
1841,5
1842,4
1843,12'7/8
1844,11
1845,23
1846,54
1847,26
1848,90
1849,0
1850,240
1851,1
1852,15/16
1853,2'1/4
1854,23
1855,-39/5
1856,1/26
1857,1
1858,154
1859,16
1860,21
1861,40
1862,20
1863,3
1864,1'13/17
1865,27'1/2
1866,14
1867,1'23/32
1868,224
1869,-35/4
1870,14
1871,154
1872,53'1/4
1873,2'4/7
1874,23'14/15
1875,19
1876,42
1877,1'6/11
1878,32
1879,1'7/15
1880,20
1881,14
1882,18
1883,3'1/3
1884,34
1885,34
1886,89
1887,125
1888,1'8/9
1889,6/11
1890,117
1891,17
1892,11'6/7
1893,13/15
1894,1'1/5
1895,25
1896,1
1897,17
1898,510
1899,285
1900,10
1901,-73/11
1902,10'9/11
1903,0
1904,13
1905,1/4
1906,1/3
1907,54
1908,10
1909,4/5
1910,0
1911,5/9
1912,11
1913,32
1914,31
1915,36'1/2
1916,1'1/4
1917,0
1918,2
1919,31
1920,1/6
1921,48
1922,11
1923,37
1924,20'3/4
1925,7
1926,15'1/4
1927,20
1928,7
1929,37
1930,6'4/7
1931,10
1932,1/5
1933,11/18
1934,2/5
1935,5'247/252
1936,9'3/4
1937,3/4
1938,38
1939,1/10
1940,1'3/8
1941,48
1942,1
1943,56
1944,10
1945,-239/12
1946,2'6/7
1947,15
1948,306
1949,34
1950,7/10
1951,18'4/7
1952,2
1953,3
1954,17'1/26
1955,9
1956,1'3/5
1957,1/48
1958,30'5/7
1959,-539/18
1960,30
1961,90
1962,11
1963,9/32
1964,4'6/13
1965,60
1966,16'3/13
1967,3
1968,158
1969,113
1970,19'1/8
1971,45
1972,16
1973,140
1974,95
1975,133
1976,126
1977,26
1978,1'1/5
1979,6
1980,135
1981,14'15/16
1982,12'2/13
1983,36
1984,24
1985,17
1986,2/3
1987,-23/3
1988,180
1989,11'6/7
1990,0
1991,188
1992,2
1993,26
1994,175
1995,2
1996,3'2/3
1997,320
1998,11
1999,8/15
2000,-164/3
2001,16/221
2002,320
2003,1/8
2004,22'1/8
2005,7'7/9
2006,6'1/3
2007,3/49
2008,16'1/2
2009,209
2010,6
2011,6
2012,107
2013,5/7
2014,7/10
2015,20
2016,3
2017,13
2018,19
2019,12'5/7
2020,206
2021,19/48
2022,1/3
2023,95
2024,21
2025,1
2026,5/3876
2027,1/12
2028,2/3
2029,18
2030,27'1/6
2031,6
2032,-19/126
2033,135'5/6
2034,5/8
2035,12
2036,-113/6
2037,4
2038,10/11
2039,30
2040,65
2041,10
2042,15
2043,56
2044,43
2045,15/16
2046,9'1/6
2047,61
2048,13
2049,19/20
2050,1
2051,15/16
2052,2'4/11
2053,24
2054,5
2055,1/5
2056,5/6
2057,15
2058,43
2059,7
2060,28
2061,35
2062,0'8/-15
2063,-197/6
2064,192
2065,10
2066,52
2067,1
2068,22'8/13
2069,11'1/9
2070,1'6/7
2071,14'2/3
2072,11'1/4
2073,23
2074,180
2075,9'1/2
2076,274
2077,10
2078,25
2079,5/14
2080,5/24
2081,3
2082,-282/17
2083,658
2084,117
2085,3
2086,12'2/3
2087,2/11
2088,1/57
2089,4'20/49
2090,18
2091,35'3/4
2092,15
2093,1
2094,276
2095,4'3/7
2096,68
2097,24
2098,33
2099,1/20
2100,9
2101,5/216
2102,2/3
2103,217
2104,6'1/2
2105,110
2106,26
2107,12
2108,185
2109,34
2110,225
2111,0
2112,31
2113,11/126
2114,98
2115,8
2116,5'1/5
2117,48
2118,10
2119,14
2120,33
2121,5/11
2122,3'17/18
2123,32
2124,55
2125,259
2126,25
2127,4'7/9
2128,131
2129,7
2130,70
2131,14'2/3
2132,0'191/-209
2133,1'4/5
2134,105
2135,169
2136,20'3/7
2137,243
2138,8
2139,1'3/8
2140,224
2141,24
2142,26
2143,44
2144,48
2145,169
2146,17
2147,24
2148,429
2149,4'11/39
2150,-35/4
2151,13'11/56
2152,23
2153,16
2154,3
2155,5
2156,4'8/19
2157,108
2158,323
2159,239
2160,440
2161,-72/7
2162,1'2/3
2163,42
2164,3
2165,6'3/7
2166,18'8/11
2167,162
2168,1'1/6
2169,255
2170,13
2171,13'1/2
2172,7/9
2173,77
2174,27
2175,25
2176,3/14
2177,2/15
2178,40
2179,144
2180,17
2181,-32/3
2182,264
2183,15
2184,26
2185,18
2186,37
2187,6'2/5
2188,8'9/20
2189,71
2190,1'2/7
2191,3
2192,1'2/17
2193,13'163/180
2194,2'1/3
2195,72
2196,11'10/19
2197,3/19
2198,5'1/3
2199,16
2200,34
2201,1
2202,180
2203,-69/5
2204,1
2205,2
2206,19'2/81
2207,20
2208,11
2209,3
2210,36
2211,217
2212,13
2213,42
2214,19
2215,18
2216,256
2217,3'1/4
2218,1'1/14
2219,40
2220,18
2221,20
2222,9
2223,5
2224,18'2/7
2225,1'1/18
2226,14
2227,33
2228,166
2229,16
2230,26
2231,12'8/9
2232,0
2233,36
2234,35
2235,98
2236,11'1/10
2237,37'1/2
2238,2'2/3
2239,2/19
2240,0
2241,1/28
2242,2'3/4
2243,106
2244,166'2/7
2245,50
2246,7'14/19
2247,45
2248,270
2249,240
2250,3
2251,1'8/9
2252,144
2253,13'1/2
2254,1'2/9
2255,63
2256,1/30
2257,1'1/11
2258,12'1/2
2259,660
2260,4'1/3
2261,5
2262,15/38
2263,36
2264,10
2265,16
2266,4'3/4
2267,13/18
2268,10'13/19
2269,32
2270,-405/14
2271,85
2272,20
2273,252
2274,3/28
2275,130
2276,26'1/15
2277,15
2278,1/30
2279,0
2280,6
2281,4'1/4
2282,19
2283,6
2284,1/75
2285,38
2286,16'7/11
2287,21
2288,23
2289,31
2290,12'7/13
2291,72
2292,36
2293,1/20
2294,1'1/10
2295,6'12/17
2296,8
2297,22
2298,6
2299,16
2300,162
2301,7'82/91
2302,13/1000000
2303,1'3/11
2304,26
2305,3/70
2306,105
2307,214
2308,12
2309,13
2310,35
2311,13
2312,2/7
2313,190
2314,15'7/130
2315,4'1/3
2316,195
2317,1'1/15
2318,8
2319,2'1/6
2320,14
2321,1
2322,5
2323,8'7/19
2324,1'2/19
2325,82
2326,19
2327,53
2328,6/7
2329,1'1/5
2330,227
2331,121'1/2
2332,0
2333,1'4/11
2334,26
2335,-101/6
2336,9
2337,4
2338,17'5/9
2339,104
2340,9/14
2341,199
2342,6'12/17
2343,19'3/7
2344,60
2345,13
2346,90'1/2
2347,179
2348,2/9
2349,7
2350,26
2351,4
2352,13'5/11
2353,10'1/5
2354,33
2355,5/14
2356,137'1/7
2357,15
2358,18
2359,18
2360,14
2361,1'11/13
2362,10
2363,31
2364,3
2365,79
2366,-9/7
2367,15
2368,433
2369,-11/9
2370,20
2371,0'5/-54
2372,36
2373,0
2374,9/50
2375,210
2376,68
2377,195
2378,9
2379,7
